# of reads,# of items in equivalence class,isoforms in equivalence class
39,10,"ENST00000524851, ENST00000532872, ENST00000530721, ENST00000534440, ENST00000531188, ENST00000525690, ENST00000422465, ENST00000526248, ENST00000530170, ENST00000525933"
39,4,"ENST00000529937, ENST00000532837, ENST00000382743, ENST00000525319"
39,4,"ENST00000415148, ENST00000433892, ENST00000428726, ENST00000434472"
39,7,"ENST00000439280, ENST00000278224, ENST00000380525, ENST00000527330, ENST00000531387, ENST00000529772, ENST00000397111"
38,8,"ENST00000526711, ENST00000396751, ENST00000526318, ENST00000537806, ENST00000528995, ENST00000299421, ENST00000532063, ENST00000420936"
38,4,"ENST00000448187, ENST00000380542, ENST00000620138, ENST00000532325"
38,7,"ENST00000527728, ENST00000325207, ENST00000527696, ENST00000526104, ENST00000528357, ENST00000530889, ENST00000526982"
38,9,"ENST00000396525, ENST00000526148, ENST00000524932, ENST00000532082, ENST00000339995, ENST00000527419, ENST00000528562, ENST00000531416, ENST00000525681"
38,4,"ENST00000397615, ENST00000354420, ENST00000532055, ENST00000529306"
38,2,"ENST00000380525, ENST00000531387"
38,12,"ENST00000681203, ENST00000681158, ENST00000679999, ENST00000530780, ENST00000680252, ENST00000680554, ENST00000328194, ENST00000680294, ENST00000680742, ENST00000679568, ENST00000680470, ENST00000530044"
38,2,"ENST00000531520, ENST00000308020"
38,9,"ENST00000454838, ENST00000429789, ENST00000529539, ENST00000323578, ENST00000534207, ENST00000528581, ENST00000532909, ENST00000436108, ENST00000449825"
37,7,"ENST00000528723, ENST00000396553, ENST00000529507, ENST00000524866, ENST00000396554, ENST00000444303, ENST00000529834"
37,9,"ENST00000496468, ENST00000451491, ENST00000440813, ENST00000333256, ENST00000380992, ENST00000435795, ENST00000437110, ENST00000380996, ENST00000485682"
37,3,"ENST00000454838, ENST00000323578, ENST00000449825"
37,13,"ENST00000380542, ENST00000620138, ENST00000534372, ENST00000430811, ENST00000526115, ENST00000532325, ENST00000448187, ENST00000455338, ENST00000526842, ENST00000528968, ENST00000530064, ENST00000529361, ENST00000531291"
37,1,ENST00000409479
37,8,"ENST00000454838, ENST00000429789, ENST00000323578, ENST00000528426, ENST00000528581, ENST00000534254, ENST00000436108, ENST00000449825"
37,1,ENST00000303927
37,2,"ENST00000382762, ENST00000486280"
37,6,"ENST00000396604, ENST00000299606, ENST00000396597, ENST00000447186, ENST00000530463, ENST00000396602"
37,5,"ENST00000528723, ENST00000396553, ENST00000396554, ENST00000444303, ENST00000529507"
37,8,"ENST00000528723, ENST00000529744, ENST00000396554, ENST00000534047, ENST00000444303, ENST00000529834, ENST00000396553, ENST00000529507"
37,8,"ENST00000525403, ENST00000528656, ENST00000532919, ENST00000616714, ENST00000300737, ENST00000527651, ENST00000526596, ENST00000532610"
37,5,"ENST00000531540, ENST00000397615, ENST00000532055, ENST00000533410, ENST00000354420"
36,7,"ENST00000678132, ENST00000651655, ENST00000640290, ENST00000677121, ENST00000678993, ENST00000533626, ENST00000531329"
36,5,"ENST00000530439, ENST00000278175, ENST00000528655, ENST00000525063, ENST00000534464"
36,1,ENST00000396525
36,2,"ENST00000528313, ENST00000532073"
36,21,"ENST00000528218, ENST00000525502, ENST00000354599, ENST00000620374, ENST00000528410, ENST00000343338, ENST00000399602, ENST00000618467, ENST00000429541, ENST00000427810, ENST00000438262, ENST00000525313, ENST00000529678, ENST00000526501, ENST00000528796, ENST00000530643, ENST00000532539, ENST00000005082, ENST00000534569, ENST00000526601, ENST00000533036"
36,1,ENST00000524803
36,3,"ENST00000379965, ENST00000425490, ENST00000454828"
36,9,"ENST00000529876, ENST00000534506, ENST00000396648, ENST00000530281, ENST00000525005, ENST00000309377, ENST00000524577, ENST00000534147, ENST00000299576"
35,3,"ENST00000300747, ENST00000531101, ENST00000533021"
35,10,"ENST00000396525, ENST00000526148, ENST00000524932, ENST00000532082, ENST00000527526, ENST00000531647, ENST00000531416, ENST00000339995, ENST00000532570, ENST00000525681"
35,3,"ENST00000493230, ENST00000462734, ENST00000311189"
35,6,"ENST00000448187, ENST00000620138, ENST00000380542, ENST00000526115, ENST00000399614, ENST00000492685"
35,5,"ENST00000529749, ENST00000648582, ENST00000530023, ENST00000532287, ENST00000278200"
35,4,"ENST00000616714, ENST00000300737, ENST00000527651, ENST00000533977"
35,1,ENST00000532428
35,4,"ENST00000265963, ENST00000525831, ENST00000534641, ENST00000453096"
35,1,ENST00000396847
35,4,"ENST00000396847, ENST00000380034, ENST00000684655, ENST00000380027"
35,3,"ENST00000534686, ENST00000532378, ENST00000530609"
34,7,"ENST00000397004, ENST00000359171, ENST00000355260, ENST00000324932, ENST00000397007, ENST00000650171, ENST00000527104"
34,5,"ENST00000528995, ENST00000396751, ENST00000299421, ENST00000537806, ENST00000420936"
34,16,"ENST00000397614, ENST00000529115, ENST00000397604, ENST00000532055, ENST00000438658, ENST00000524464, ENST00000356187, ENST00000534797, ENST00000525701, ENST00000529306, ENST00000397615, ENST00000533410, ENST00000527485, ENST00000354420, ENST00000529368, ENST00000531149"
34,1,ENST00000329451
34,11,"ENST00000397404, ENST00000525201, ENST00000397396, ENST00000397397, ENST00000397411, ENST00000409543, ENST00000409531, ENST00000397406, ENST00000527644, ENST00000397408, ENST00000346501"
34,8,"ENST00000682530, ENST00000684663, ENST00000683437, ENST00000683197, ENST00000682266, ENST00000324559, ENST00000682341, ENST00000683411"
34,9,"ENST00000530813, ENST00000686001, ENST00000685854, ENST00000690068, ENST00000382409, ENST00000527170, ENST00000689835, ENST00000683307, ENST00000692634"
34,6,"ENST00000358872, ENST00000687296, ENST00000315204, ENST00000534493, ENST00000396672, ENST00000447869"
33,1,ENST00000396222
33,5,"ENST00000531037, ENST00000525235, ENST00000423813, ENST00000254584, ENST00000396777"
33,1,ENST00000442151
33,9,"ENST00000528723, ENST00000396554, ENST00000534047, ENST00000444303, ENST00000529834, ENST00000396553, ENST00000524866, ENST00000529507, ENST00000532250"
33,1,ENST00000527661
33,11,"ENST00000328221, ENST00000679353, ENST00000680588, ENST00000680802, ENST00000679982, ENST00000680299, ENST00000681761, ENST00000680310, ENST00000680870, ENST00000681702, ENST00000680342"
33,1,ENST00000532444
33,7,"ENST00000436351, ENST00000527542, ENST00000531096, ENST00000524790, ENST00000299498, ENST00000524608, ENST00000533558"
33,2,"ENST00000524550, ENST00000319863"
33,5,"ENST00000265965, ENST00000529151, ENST00000525422, ENST00000529728, ENST00000533241"
33,9,"ENST00000323688, ENST00000533773, ENST00000533738, ENST00000530527, ENST00000526120, ENST00000533926, ENST00000529313, ENST00000646648, ENST00000529010"
33,1,ENST00000529010
32,5,"ENST00000530181, ENST00000684215, ENST00000533792, ENST00000299492, ENST00000528883"
32,5,"ENST00000438420, ENST00000349215, ENST00000537258, ENST00000544218, ENST00000396253"
32,1,ENST00000527696
32,10,"ENST00000429789, ENST00000323578, ENST00000531859, ENST00000525225, ENST00000533056, ENST00000533059, ENST00000534254, ENST00000530939, ENST00000436108, ENST00000449825"
32,3,"ENST00000526337, ENST00000531101, ENST00000300747"
32,1,ENST00000527146
32,22,"ENST00000527723, ENST00000526152, ENST00000532484, ENST00000320230, ENST00000528936, ENST00000529351, ENST00000530360, ENST00000531534, ENST00000531214, ENST00000456706, ENST00000531437, ENST00000627843, ENST00000533385, ENST00000481290, ENST00000625752, ENST00000527734, ENST00000629634, ENST00000628067, ENST00000529066, ENST00000625419, ENST00000531514, ENST00000528606"
32,12,"ENST00000651785, ENST00000445143, ENST00000395850, ENST00000533181, ENST00000642928, ENST00000652678, ENST00000426650, ENST00000415002, ENST00000651485, ENST00000652086, ENST00000525763, ENST00000533403"
32,7,"ENST00000528723, ENST00000396553, ENST00000529744, ENST00000396554, ENST00000534047, ENST00000444303, ENST00000529507"
32,2,"ENST00000531188, ENST00000422465"
32,2,"ENST00000636011, ENST00000501599"
32,4,"ENST00000265970, ENST00000691414, ENST00000533645, ENST00000532035"
31,6,"ENST00000525015, ENST00000532378, ENST00000530609, ENST00000534686, ENST00000532805, ENST00000334636"
31,3,"ENST00000265651, ENST00000530401, ENST00000526785"
31,7,"ENST00000530181, ENST00000684123, ENST00000684215, ENST00000533792, ENST00000529575, ENST00000299492, ENST00000528883"
31,16,"ENST00000399808, ENST00000680696, ENST00000681840, ENST00000528780, ENST00000531688, ENST00000526811, ENST00000679765, ENST00000681180, ENST00000681577, ENST00000328221, ENST00000602735, ENST00000680588, ENST00000399815, ENST00000681304, ENST00000408968, ENST00000680209"
31,2,"ENST00000642020, ENST00000641528"
31,3,"ENST00000397510, ENST00000397512, ENST00000608174"
31,3,"ENST00000396197, ENST00000396196, ENST00000379387"
31,5,"ENST00000381036, ENST00000526072, ENST00000263645, ENST00000481687, ENST00000492627"
31,3,"ENST00000526115, ENST00000620138, ENST00000492685"
31,6,"ENST00000524550, ENST00000534603, ENST00000319863, ENST00000526325, ENST00000354286, ENST00000397472"
31,1,ENST00000323688
31,3,"ENST00000640959, ENST00000254616, ENST00000533379"
31,3,"ENST00000524550, ENST00000354286, ENST00000319863"
31,1,ENST00000270115
31,1,ENST00000530797
31,3,"ENST00000451590, ENST00000397596, ENST00000311189"
30,1,ENST00000533182
30,3,"ENST00000526104, ENST00000528357, ENST00000325207"
30,10,"ENST00000529876, ENST00000534506, ENST00000396648, ENST00000309357, ENST00000529942, ENST00000525005, ENST00000309377, ENST00000524577, ENST00000534147, ENST00000299576"
30,1,ENST00000256196
30,6,"ENST00000528947, ENST00000526873, ENST00000526046, ENST00000527790, ENST00000684123, ENST00000299492"
30,5,"ENST00000524564, ENST00000532837, ENST00000529382, ENST00000382743, ENST00000525319"
30,11,"ENST00000533182, ENST00000397566, ENST00000397570, ENST00000649187, ENST00000532326, ENST00000533190, ENST00000647801, ENST00000348655, ENST00000532788, ENST00000330243, ENST00000525445"
30,13,"ENST00000644683, ENST00000682424, ENST00000644218, ENST00000642892, ENST00000299427, ENST00000643516, ENST00000647152, ENST00000643439, ENST00000644810, ENST00000533371, ENST00000645620, ENST00000647209, ENST00000436873"
30,5,"ENST00000322008, ENST00000397420, ENST00000397421, ENST00000530726, ENST00000524748"
30,12,"ENST00000675281, ENST00000676387, ENST00000689128, ENST00000689342, ENST00000689258, ENST00000688344, ENST00000690944, ENST00000676324, ENST00000689940, ENST00000525040, ENST00000692716, ENST00000256190"
30,1,ENST00000532805
30,1,ENST00000492685
30,6,"ENST00000454838, ENST00000323578, ENST00000528581, ENST00000534254, ENST00000436108, ENST00000449825"
30,1,ENST00000303296
30,5,"ENST00000614314, ENST00000445086, ENST00000423813, ENST00000254584, ENST00000396777"
29,1,ENST00000527446
29,10,"ENST00000524564, ENST00000530067, ENST00000528469, ENST00000529382, ENST00000525319, ENST00000526854, ENST00000529055, ENST00000532956, ENST00000532837, ENST00000382743"
29,4,"ENST00000265981, ENST00000533412, ENST00000530156, ENST00000528665"
29,15,"ENST00000534797, ENST00000529115, ENST00000525701, ENST00000397614, ENST00000529306, ENST00000397615, ENST00000397604, ENST00000533410, ENST00000527485, ENST00000354420, ENST00000529368, ENST00000531149, ENST00000438658, ENST00000524464, ENST00000356187"
29,4,"ENST00000413761, ENST00000526852, ENST00000432999, ENST00000526020"
29,2,"ENST00000254579, ENST00000524401"
29,6,"ENST00000396197, ENST00000543987, ENST00000379387, ENST00000535484, ENST00000320750, ENST00000300038"
29,10,"ENST00000495052, ENST00000542179, ENST00000539814, ENST00000227157, ENST00000422447, ENST00000540430, ENST00000396222, ENST00000379412, ENST00000543445, ENST00000478970"
29,2,"ENST00000414517, ENST00000278319"
29,1,ENST00000534025
29,6,"ENST00000532927, ENST00000526785, ENST00000448981, ENST00000534136, ENST00000265651, ENST00000530401"
29,7,"ENST00000533642, ENST00000531331, ENST00000526776, ENST00000648582, ENST00000534812, ENST00000532287, ENST00000278200"
29,2,"ENST00000525701, ENST00000356187"
28,7,"ENST00000524550, ENST00000534603, ENST00000354286, ENST00000319863, ENST00000397472, ENST00000528309, ENST00000526650"
28,2,"ENST00000335475, ENST00000155840"
28,3,"ENST00000526596, ENST00000300737, ENST00000533977"
28,6,"ENST00000531581, ENST00000524803, ENST00000532452, ENST00000300013, ENST00000530180, ENST00000529318"
28,7,"ENST00000531751, ENST00000531581, ENST00000530436, ENST00000532452, ENST00000300013, ENST00000529318, ENST00000524803"
28,6,"ENST00000527938, ENST00000530506, ENST00000527886, ENST00000525159, ENST00000317204, ENST00000263646"
28,3,"ENST00000380525, ENST00000531387, ENST00000397111"
28,7,"ENST00000530636, ENST00000533256, ENST00000318562, ENST00000614442, ENST00000650127, ENST00000526198, ENST00000526909"
28,2,"ENST00000396602, ENST00000299606"
28,10,"ENST00000531807, ENST00000537760, ENST00000532814, ENST00000532950, ENST00000529237, ENST00000414023, ENST00000531421, ENST00000256196, ENST00000534746, ENST00000526063"
27,15,"ENST00000534797, ENST00000529115, ENST00000397614, ENST00000529306, ENST00000397615, ENST00000397604, ENST00000532055, ENST00000533410, ENST00000527485, ENST00000354420, ENST00000529368, ENST00000531149, ENST00000438658, ENST00000524464, ENST00000356187"
27,4,"ENST00000528107, ENST00000334274, ENST00000531632, ENST00000432887"
27,3,"ENST00000433961, ENST00000380034, ENST00000684655"
27,5,"ENST00000433961, ENST00000396847, ENST00000684655, ENST00000380034, ENST00000380027"
27,1,ENST00000382409
27,4,"ENST00000349880, ENST00000396085, ENST00000396087, ENST00000360655"
27,4,"ENST00000342245, ENST00000527275, ENST00000533123, ENST00000534405"
27,3,"ENST00000299613, ENST00000450114, ENST00000681684"
27,1,ENST00000531921
27,2,"ENST00000682019, ENST00000250018"
27,1,ENST00000528865
27,8,"ENST00000528723, ENST00000533116, ENST00000396554, ENST00000534047, ENST00000444303, ENST00000529834, ENST00000396553, ENST00000529507"
27,5,"ENST00000532829, ENST00000534180, ENST00000526640, ENST00000273550, ENST00000620041"
27,6,"ENST00000530541, ENST00000530506, ENST00000527886, ENST00000525159, ENST00000317204, ENST00000263646"
27,4,"ENST00000524486, ENST00000525028, ENST00000534649, ENST00000347755"
27,5,"ENST00000397004, ENST00000355260, ENST00000529379, ENST00000324932, ENST00000650171"
27,2,"ENST00000533907, ENST00000254605"
26,7,"ENST00000380097, ENST00000380107, ENST00000621176, ENST00000507320, ENST00000506134, ENST00000445329, ENST00000278302"
26,6,"ENST00000526492, ENST00000530439, ENST00000278175, ENST00000528655, ENST00000525063, ENST00000534464"
26,3,"ENST00000533379, ENST00000531462, ENST00000254616"
26,5,"ENST00000349880, ENST00000533917, ENST00000396087, ENST00000396085, ENST00000360655"
26,12,"ENST00000681203, ENST00000679999, ENST00000530780, ENST00000524446, ENST00000680554, ENST00000526707, ENST00000328194, ENST00000680294, ENST00000680742, ENST00000679568, ENST00000680470, ENST00000530044"
26,4,"ENST00000273550, ENST00000532829, ENST00000620041, ENST00000534180"
26,4,"ENST00000531080, ENST00000265651, ENST00000530401, ENST00000526785"
26,6,"ENST00000634973, ENST00000303459, ENST00000406787, ENST00000407364, ENST00000634627, ENST00000451385"
26,6,"ENST00000526492, ENST00000528544, ENST00000524948, ENST00000278175, ENST00000528655, ENST00000525063"
26,6,"ENST00000525235, ENST00000614314, ENST00000445086, ENST00000423813, ENST00000254584, ENST00000396777"
26,6,"ENST00000651785, ENST00000395850, ENST00000642928, ENST00000652678, ENST00000651485, ENST00000652086"
26,1,ENST00000640961
26,2,"ENST00000321505, ENST00000658780"
26,6,"ENST00000358872, ENST00000444064, ENST00000315204, ENST00000447869, ENST00000396672, ENST00000687296"
26,6,"ENST00000529937, ENST00000524564, ENST00000532956, ENST00000532837, ENST00000382743, ENST00000525319"
26,20,"ENST00000464441, ENST00000396993, ENST00000532523, ENST00000496834, ENST00000490830, ENST00000465307, ENST00000278243, ENST00000479072, ENST00000493547, ENST00000528216, ENST00000463452, ENST00000469307, ENST00000532017, ENST00000300730, ENST00000464229, ENST00000464906, ENST00000396986, ENST00000477358, ENST00000396991, ENST00000475884"
26,9,"ENST00000686001, ENST00000685854, ENST00000690068, ENST00000382409, ENST00000689835, ENST00000683307, ENST00000529717, ENST00000692634, ENST00000687329"
26,2,"ENST00000529772, ENST00000278224"
26,4,"ENST00000454838, ENST00000323578, ENST00000449825, ENST00000534207"
26,7,"ENST00000529937, ENST00000524564, ENST00000532956, ENST00000532837, ENST00000529382, ENST00000382743, ENST00000525319"
26,5,"ENST00000429801, ENST00000359171, ENST00000355260, ENST00000324932, ENST00000529063"
26,9,"ENST00000620138, ENST00000380542, ENST00000430811, ENST00000526115, ENST00000399614, ENST00000448187, ENST00000528968, ENST00000530064, ENST00000529361"
25,1,ENST00000426650
25,5,"ENST00000399808, ENST00000681198, ENST00000531688, ENST00000680209, ENST00000679382"
25,6,"ENST00000530281, ENST00000524577, ENST00000525005, ENST00000309377, ENST00000309357, ENST00000534147"
25,6,"ENST00000524851, ENST00000530721, ENST00000527446, ENST00000530170, ENST00000531188, ENST00000422465"
25,6,"ENST00000533256, ENST00000318562, ENST00000614442, ENST00000650127, ENST00000528770, ENST00000526909"
